CompanyCode,Issuer,🌐,Formed,Issue,Shares,Stake,Holding date
00188,KINGSWAY CAPITAL LIMITED (orgdata.asp?p=6407),HK,1992-05-12,Ordinary shares, ,2012-06-30,2012-06-30
00188,Kingsway China Holdings Limited (orgdata.asp?p=2450537),VG,,Ordinary shares, ,2004-12-31,2004-12-31
00188,KINGSWAY FINANCIAL SERVICES GROUP LIMITED (orgdata.asp?p=28890),HK,1995-11-09,Ordinary shares, ,2012-06-30,2012-06-30
00188,KINGSWAY GOLD BULLION LIMITED (orgdata.asp?p=1020705),HK,2003-11-28,Ordinary shares, ,2012-06-30,2012-06-30
00188,KINGSWAY GROUP SERVICES LIMITED (orgdata.asp?p=1049859),HK,2004-05-19,Ordinary shares, ,2012-06-30,2012-06-30
00188,KINGSWAY SBF INVESTMENT MANAGEMENT COMPANY LIMITED (orgdata.asp?p=33464),VG,,Ordinary shares, ,2012-06-30,2012-06-30
00188,KINGSWAY SW ASSET MANAGEMENT LIMITED (orgdata.asp?p=24903),VG,,Ordinary shares, ,2012-06-30,2012-06-30
00188,KINGSWAY SW FINANCE LIMITED (orgdata.asp?p=683117),HK,1995-12-12,Ordinary shares, ,2012-06-30,2012-06-30
00188,Primo Performance Limited (orgdata.asp?p=1818750),HK,2011-10-18,Ordinary shares, ,2012-06-30,2012-06-30
00188,PRIMO RESULT LIMITED (orgdata.asp?p=1681009),HK,2010-11-30,Ordinary shares, ,2012-06-30,2012-06-30
00188,Sunwah Capital Holdings Limited (orgdata.asp?p=1737224),HK,2011-04-20,Ordinary shares, ,2012-06-30,2012-06-30
00188,Sunwah Kingsway Investments Limited (orgdata.asp?p=1139756),HK,2005-08-26,Ordinary shares, ,2012-06-30,2012-06-30
00188,Sunwah Kingsway Leasing and Finance Limited (orgdata.asp?p=52220),HK,1999-02-03,Ordinary shares, ,2012-06-30,2012-06-30
00188,SW Kingsway Capital Group Limited (orgdata.asp?p=2134506),VG,,Ordinary shares, ,2012-06-30,2012-06-30
00218,SHENWAN HONGYUAN (ASIA) LIMITED (orgdata.asp?p=592685),HK,1993-08-12,Ordinary shares, ,2012-12-31,2012-12-31
00218,SHENWAN HONGYUAN ASSET MANAGEMENT (ASIA) LIMITED (orgdata.asp?p=68865),HK,1996-11-19,Ordinary shares, ,2012-12-31,2012-12-31
00218,SHENWAN HONGYUAN CAPITAL (H.K.) LIMITED (orgdata.asp?p=9131),HK,1989-10-20,Ordinary shares, ,2012-12-31,2012-12-31
00218,SHENWAN HONGYUAN ENTERPRISES (H.K.) LIMITED (orgdata.asp?p=193893),HK,1974-12-12,Ordinary shares, ,2012-12-31,2012-12-31
00218,SHENWAN HONGYUAN FINANCE (H.K.) LIMITED (orgdata.asp?p=178360),HK,1971-09-21,Ordinary shares, ,2012-12-31,2012-12-31
00218,SHENWAN HONGYUAN FUTURES (H.K.) LIMITED (orgdata.asp?p=50115),HK,1974-01-08,Ordinary shares, ,2012-12-31,2012-12-31
00218,SHENWAN HONGYUAN NOMINEES (H.K.) LIMITED (orgdata.asp?p=194811),HK,1975-03-07,Ordinary shares, ,2012-12-31,2012-12-31
00218,SHENWAN HONGYUAN ONLINE LIMITED (orgdata.asp?p=592683),HK,1993-08-12,Ordinary shares, ,2012-12-31,2012-12-31
00218,SHENWAN HONGYUAN RESEARCH (H.K.) LIMITED (orgdata.asp?p=70266),HK,1994-08-04,Ordinary shares, ,2012-12-31,2012-12-31
00218,SHENWAN HONGYUAN SECURITIES (H.K.) LIMITED (orgdata.asp?p=50114),HK,1974-05-28,Ordinary shares, ,2012-12-31,2012-12-31
00218,SHENWAN HONGYUAN STRATEGIC INVESTMENTS (H.K.) LIMITED (orgdata.asp?p=581138),HK,1993-07-01,Ordinary shares, ,2012-12-31,2012-12-31
00218,SHENWAN HONGYUAN TRADING (H.K.) LIMITED (orgdata.asp?p=196754),HK,1975-08-29,Ordinary shares, ,2012-12-31,2012-12-31
00218,SHENYIN WANGUO ONLINE BROKER (H.K.) LIMITED (orgdata.asp?p=51057),HK,1993-12-16,Ordinary shares, ,2012-12-31,2012-12-31
00218,SPARKLE WELL LIMITED (orgdata.asp?p=569033),HK,1993-05-04,Ordinary shares, ,2012-12-31,2012-12-31
00218,WEALTHY LIMITED (HK) (orgdata.asp?p=572954),HK,1993-05-25,Ordinary shares, ,2012-12-31,2012-12-31
00227,BONVISION TECHNOLOGY (HONG KONG) LIMITED (orgdata.asp?p=12516),HK,1998-06-01,Ordinary shares, ,2000-11-29,2000-11-29
00227,China Alpha Fund Management (HK) Limited (orgdata.asp?p=79666),HK,1994-03-01,Ordinary shares, ,2010-12-31,2010-12-31
00227,CHINA ASSETS INVESTMENT MANAGEMENT LIMITED (orgdata.asp?p=2676),HK,1991-01-22,Ordinary shares, ,2010-12-31,2010-12-31
00227,CHINA BETUNG AUTOMOBILE (H.K.) COMPANY LIMITED (orgdata.asp?p=135781),HK,1993-12-21,Ordinary shares, ,2010-12-31,2010-12-31
00227,CRIMSON PHARMACEUTICAL (HONG KONG) LIMITED (orgdata.asp?p=135782),HK,2001-11-12,Ordinary shares, ,2010-12-31,2010-12-31
00227,CVIC INTERNATIONAL CONTAINER TRANSPORTATION COMPANY LIMITED (orgdata.asp?p=135783),HK,1994-02-03,Ordinary shares, ,2010-12-31,2010-12-31
00227,EXCEL PARTNER HOLDINGS LIMITED (orgdata.asp?p=135784),HK,2010-07-08,Ordinary shares, ,2010-12-31,2010-12-31
00227,FIRST EFINANCE LIMITED (orgdata.asp?p=135785),HK,1993-09-28,Ordinary shares, ,2010-12-31,2010-12-31
00227,FIRST SHANGHAI CAPITAL LIMITED (orgdata.asp?p=15125),HK,1993-09-28,Ordinary shares, ,2010-12-31,2010-12-31
00227,FIRST SHANGHAI DIRECT INVESTMENTS LIMITED (orgdata.asp?p=135776),HK,1994-03-01,Ordinary shares, ,2012-12-31,2012-12-31
00227,FIRST SHANGHAI FINANCE LIMITED (orgdata.asp?p=135777),HK,1993-09-28,Ordinary shares, ,2010-12-31,2010-12-31
00227,First Shanghai Financial Holding Limited (orgdata.asp?p=24179),VG,,Ordinary shares, ,2015-12-31,2015-12-31
00227,FIRST SHANGHAI FUTURES LIMITED (orgdata.asp?p=49567),HK,2000-09-22,Ordinary shares, ,2010-12-31,2010-12-31
00227,FIRST SHANGHAI MANAGEMENT SERVICES LIMITED (orgdata.asp?p=135778),HK,1973-03-23,Ordinary shares, ,2010-12-31,2010-12-31
00227,FIRST SHANGHAI NOMINEES LIMITED (orgdata.asp?p=135779),HK,1992-11-05,Ordinary shares, ,2010-12-31,2010-12-31
00227,FIRST SHANGHAI PROPERTIES LIMITED (orgdata.asp?p=135780),HK,1975-08-27,Ordinary shares, ,2010-12-31,2010-12-31
00227,First Shanghai Real Estate (Holdings) Limited (orgdata.asp?p=135786),HK,2006-12-06,Ordinary shares, ,2010-12-31,2010-12-31
00227,FIRST SHANGHAI SECURITIES LIMITED (orgdata.asp?p=5689),HK,1993-06-01,Ordinary shares, ,2010-12-31,2010-12-31
00227,Fresh Start Investment Limited (orgdata.asp?p=6189),VG,,Ordinary shares, ,1997-12-31,1997-12-31
00227,HK LANDSHINE REAL ESTATE LIMITED (orgdata.asp?p=135787),HK,2007-10-30,Ordinary shares, ,2010-12-31,2010-12-31
00227,Kunshan Huadong International Cargo Distribution Services Co Ltd (orgdata.asp?p=6193),CN,,Equity joint venture, ,1997-12-31,1997-12-31
00227,MONDEX LIMITED (d2007-05-02) (orgdata.asp?p=3493),HK,1990-08-10,Ordinary shares, ,1997-12-31,1997-12-31
00227,Shanghai Zhong Chuang Intl Storage & Transportation Co Ltd (orgdata.asp?p=6188),CN,,Equity joint venture, ,1997-12-31,1997-12-31
00227,Shenyin Wanguo Holdings (B.V.I.) Limited (orgdata.asp?p=3489),VG,,Ordinary shares, ,1998-06-23,1998-06-23
00227,UNITED ASIA TRANSPORT LIMITED (orgdata.asp?p=135788),HK,1994-03-24,Ordinary shares, ,2010-12-31,2010-12-31
00227,Walbeck International Limited (orgdata.asp?p=2526761),VG,,Ordinary shares, ,2004-12-31,2004-12-31
00227,YIN ZIN COMPANY LIMITED (orgdata.asp?p=135789),HK,1993-03-11,Ordinary shares, ,2010-12-31,2010-12-31
00227,Zhejiang Shaoxing Betung Instrument Company Limited (orgdata.asp?p=6191),CN,,Equity joint venture, ,1997-12-31,1997-12-31
00231,First Pioneer Holdings Limited (orgdata.asp?p=22731176),SC,,Ordinary shares, ,2018-04-06,2018-04-06
00231,Grand Ahead Finance Limited (orgdata.asp?p=22731169),VG,,Ordinary shares, ,2018-07-17,2018-07-17
00245,CM Financial Investment Management Limited (orgdata.asp?p=1034269),HK,2004-03-03,Ordinary shares, ,2016-12-31,2016-12-31
00245,CM Securities Holdings Limited (orgdata.asp?p=1298614),HK,2007-07-20,Ordinary shares, ,2016-12-31,2016-12-31
00245,CM Wealth Holdings Limited (orgdata.asp?p=2104704),HK,2013-07-24,Ordinary shares, ,2016-12-31,2016-12-31
00245,GLOBELUCK INDUSTRIES LIMITED (orgdata.asp?p=6870),HK,1989-11-14,Ordinary shares, ,1997-12-31,1997-12-31
00245,ORIENTAL TRAVEL SERVICE LIMITED (d2003-07-04) (orgdata.asp?p=6871),HK,1993-01-28,Ordinary shares, ,1997-12-31,1997-12-31
00263,Broadmeadow Investments Limited (orgdata.asp?p=1851811),VG,,Ordinary shares, ,2010-12-31,2010-12-31
00263,Charter Pearl Limited (orgdata.asp?p=1929772),VG,,Ordinary shares, ,2011-12-31,2011-12-31
00263,EASTERN PROSPER DEVELOPMENTS LTD. (orgdata.asp?p=143211),VG,,Ordinary shares, ,2010-12-31,2010-12-31
00263,EQUAL LINK INVESTMENTS LIMITED (orgdata.asp?p=694900),HK,1996-04-18,Ordinary shares, ,2010-12-31,2010-12-31
00263,Excel Faith Holdings Limited (VG) (orgdata.asp?p=1851812),VG,,Ordinary shares, ,2010-12-31,2010-12-31
00263,Global Giant Development Limited (orgdata.asp?p=1854922),VG,,Ordinary shares, ,2016-03-18,2016-03-18
00263,GLOBAL WEALTH FINANCE LIMITED (orgdata.asp?p=1382441),HK,2008-05-08,Ordinary shares, ,2016-09-30,2016-09-30
00263,Global Wealthy International Limited (VG) (orgdata.asp?p=2496411),VG,,Ordinary shares, ,2013-03-21,2013-03-21
00263,GT CAPITAL LIMITED (orgdata.asp?p=35252),HK,2000-07-07,Ordinary shares, ,2010-12-31,2010-12-31
00263,GT Financial Holdings Limited (orgdata.asp?p=1851813),VG,,Ordinary shares, ,2010-12-31,2010-12-31
00263,LOLLIMAN FINANCE LIMITED (orgdata.asp?p=350247),HK,1987-09-11,Ordinary shares, ,2010-12-31,2010-12-31
00263,Max Leap Asia Limited (orgdata.asp?p=2363450),VG,2014-03-27,Ordinary shares, ,2014-12-24,2014-12-24
00263,MORAL DRAGON TRADING LIMITED (orgdata.asp?p=1123553),HK,2005-06-09,Ordinary shares, ,2010-12-31,2010-12-31
00263,POLY METAL AND MINERALS LIMITED (orgdata.asp?p=1148641),HK,2005-10-14,Ordinary shares, ,2010-12-31,2010-12-31
00263,Poly Minerals Holdings Limited (orgdata.asp?p=1851814),VG,,Ordinary shares, ,2010-12-31,2010-12-31
00263,Poly Trading Group Limited (orgdata.asp?p=1851815),VG,,Ordinary shares, ,2010-12-31,2010-12-31
00263,"Shanghai Hong Qiao Friendship Shopping Center Co., Ltd. (orgdata.asp?p=1851820)",CN,,Ordinary shares, ,2010-12-31,2010-12-31
00263,SUNSTAR MANAGEMENT LIMITED (orgdata.asp?p=953794),HK,2002-07-10,Ordinary shares, ,2010-12-31,2010-12-31
00263,Treasure Well Associates Limited (orgdata.asp?p=1851816),VG,,Ordinary shares, ,2010-12-31,2010-12-31
00263,Yunnan Tin (Australia) Holdings Pty Ltd (orgdata.asp?p=1851818),AU,,Ordinary shares, ,2010-12-31,2010-12-31
00263,Yunnan Tin (YTC) Holdings Pty Ltd (orgdata.asp?p=1851819),AU,,Ordinary shares, ,2010-12-31,2010-12-31
00279,Allied Weli Development Limited (orgdata.asp?p=12652),VG,1996-03-06,Ordinary shares, ,2003-12-31,2003-12-31
00279,Asia Hunter Global Limited (orgdata.asp?p=2496078),VG,1999-07-02,Ordinary shares, ,2013-11-01,2013-11-01
00279,EASTERN SUNNY LIMITED (orgdata.asp?p=887837),HK,2000-11-27,Ordinary shares, ,2013-03-31,2013-03-31
00279,Freeman Financial Investment Corporation (orgdata.asp?p=1849990),KY,,Ordinary shares, ,2016-08-15,2016-08-15
00279,FREEMAN FINANCIAL INVESTMENT LIMITED (orgdata.asp?p=1811740),HK,2011-09-19,Ordinary shares, ,2011-03-31,2011-03-31
00279,FREEMAN FINANCIAL SERVICES LIMITED (orgdata.asp?p=1231562),HK,2006-11-01,Ordinary shares, ,2013-03-31,2013-03-31
00279,FREEMAN INSURANCE SERVICES LIMITED (orgdata.asp?p=1811737),HK,2011-09-19,Ordinary shares, ,2011-03-31,2011-03-31
00279,FREEMAN INVESTMENT SERVICES LIMITED (orgdata.asp?p=1811732),HK,2011-09-19,Ordinary shares, ,2011-03-31,2011-03-31
00279,Freeman Opto Money Lending Corporation Limited (orgdata.asp?p=1701230),HK,2011-01-21,Ordinary shares, ,2011-11-25,2011-11-25
00279,More Wins Ltd. (orgdata.asp?p=14837886),VG,,Ordinary shares, ,2018-04-25,2018-04-25
00279,PEOPLE SECURITIES COMPANY LIMITED (orgdata.asp?p=65929),HK,2006-12-20,Ordinary shares, ,2017-11-01,2017-11-01
00279,"Shaanxi Weiguang Technology Co., Ltd. (orgdata.asp?p=20601)",CN,,Equity joint venture, ,2003-03-31,2003-03-31
00279,SUPREME HOST HOLDINGS LIMITED (orgdata.asp?p=1250441),HK,2007-01-18,Ordinary shares, ,2011-03-31,2011-03-31
00279,SWISS NICE LIMITED (orgdata.asp?p=1341463),HK,2007-12-12,Ordinary shares, ,2011-03-31,2011-03-31
00279,Tron Corporation (orgdata.asp?p=12773408),VG,,Ordinary shares, ,2018-02-07,2018-02-07
00290,BRIGHT RICH INTERNATIONAL LIMITED (d2013-08-02) (orgdata.asp?p=25550),HK,2002-05-15,Ordinary shares, ,2004-03-31,2004-03-31
00290,"Dagong Credit Information Service Co., Ltd. (orgdata.asp?p=25552)",CN,,Ordinary shares, ,2004-12-31,2004-12-31
00290,FORTUNE (HK) SECURITIES LIMITED (orgdata.asp?p=18892),HK,2002-04-15,Ordinary shares, ,2018-03-31,2018-03-31
00290,Fortune Asset Management Limited (orgdata.asp?p=68461),HK,2009-07-22,Ordinary shares, ,2018-03-31,2018-03-31
00290,FORTUNE CASE LIMITED (orgdata.asp?p=1707083),HK,2011-02-11,Ordinary shares, ,2018-03-31,2018-03-31
00290,FORTUNE FINANCE LIMITED (orgdata.asp?p=9664847),GB,2003-07-07,Ordinary shares, ,2018-03-31,2018-03-31
00290,Fortune Financial (Holdings) Limited (orgdata.asp?p=12741784),VG,,Ordinary shares, ,2018-03-31,2018-03-31
00290,FORTUNE FINANCIAL CAPITAL LIMITED (orgdata.asp?p=49246),HK,2008-08-06,Ordinary shares, ,2018-03-31,2018-03-31
00290,FORTUNE IMMIGRATION INVESTMENT CONSULTING LIMITED (orgdata.asp?p=1472212),HK,2009-03-26,Ordinary shares, ,2018-03-31,2018-03-31
00290,FORTUNE WEALTH MANAGEMENT LIMITED (orgdata.asp?p=49924),HK,2006-05-24,Ordinary shares, ,2018-03-31,2018-03-31
00290,Gold Kingdom Holdings Limited (VG) (orgdata.asp?p=22731186),VG,,Ordinary shares, ,2014-03-31,2014-03-31
00290,GOLDLUCK INVESTMENT LIMITED (orgdata.asp?p=25549),HK,2002-05-15,Ordinary shares, ,2004-03-31,2004-03-31
00290,SHARPWAY ENTERPRISES LIMITED (orgdata.asp?p=25551),HK,2006-04-26,Ordinary shares, ,2004-12-31,2004-12-31
00376,Yunfeng Financial Markets Limited (orgdata.asp?p=50932),HK,1985-08-16,Ordinary shares, ,2006-12-31,2006-12-31
00510,CASH ASSET MANAGEMENT LIMITED (orgdata.asp?p=68593),HK,2004-05-12,Ordinary shares, ,2013-12-31,2013-12-31
00510,CASH E-TRADE LIMITED (orgdata.asp?p=831804),HK,1999-07-21,Ordinary shares, ,2013-12-31,2013-12-31
00510,CASH PAYMENT SERVICES LIMITED (orgdata.asp?p=877197),HK,2000-08-23,Ordinary shares, ,2013-12-31,2013-12-31
00510,CASH Wealth Management Limited (orgdata.asp?p=68896),HK,2001-04-11,Ordinary shares, ,2013-12-31,2013-12-31
00510,CELESTIAL ASSET MANAGEMENT LIMITED (orgdata.asp?p=611504),HK,1994-01-18,Ordinary shares, ,2013-12-31,2013-12-31
00510,CELESTIAL CAPITAL LIMITED (orgdata.asp?p=9107),HK,1996-07-23,Ordinary shares, ,2013-12-31,2013-12-31
00510,CELESTIAL COMMODITIES LIMITED (orgdata.asp?p=49035),HK,1980-12-12,Ordinary shares, ,2013-12-31,2013-12-31
00510,Celestial Financial Services Limited (VG) (orgdata.asp?p=1863008),VG,,Ordinary shares, ,2011-02-25,2011-02-25
00510,CELESTIAL INVESTMENTS (HK) LIMITED (orgdata.asp?p=599994),HK,1993-09-21,Ordinary shares, ,2013-12-31,2013-12-31
00510,CELESTIAL SECURITIES LIMITED (orgdata.asp?p=48575),HK,1982-01-06,Ordinary shares, ,2013-12-31,2013-12-31
00585,BO CHEONG MANUFACTURING COMPANY LIMITED (orgdata.asp?p=5939),HK,1996-01-16,Ordinary shares, ,1998-03-31,1998-03-31
00585,China Resources Enterprise Ltd. (orgdata.asp?p=8423537),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00585,Comanche Limited (VG) (orgdata.asp?p=8423597),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00585,Dai Gor Capital Limited (orgdata.asp?p=2589645),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00585,Divine Kings Limited (orgdata.asp?p=8423636),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00585,Emperor Investments Limited (VG) (orgdata.asp?p=8423666),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00585,FreeOpt Holdings Limited (orgdata.asp?p=2520287),MH,2015-12-23,Ordinary shares,"450,000",2016-03-02,2016-03-02
00585,Freewill Holdings Limited (MH) (orgdata.asp?p=2284096),MH,2014-06-16,Ordinary shares,"7,500,000",2016-06-30,2016-06-30
00585,Hurricane Fly Limited (orgdata.asp?p=8423691),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00585,Imagi Holdings Limited (orgdata.asp?p=2586054),HK,2016-06-01,Ordinary shares, ,2016-12-31,2016-12-31
00585,IMAGI INTERNATIONAL HOLDINGS LIMITED (VG) (orgdata.asp?p=8423773),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00585,IMAGI PRODUCTION LIMITED (orgdata.asp?p=15824),HK,1997-03-19,Ordinary shares, ,2002-07-17,2002-07-17
00585,Imagination Holding Limited (orgdata.asp?p=2545289),MH,,Ordinary shares, ,2016-02-26,2016-02-26
00585,Infinite Lake Limited (orgdata.asp?p=8423830),VG,,Ordinary shares, ,2017-12-31,2017-12-31
00585,JOHN & WONG SECURITIES COMPANY LIMITED (orgdata.asp?p=50883),HK,1999-05-24,Ordinary shares, ,2017-02-28,2017-02-28
00585,Joint Global Limited (MH) (orgdata.asp?p=2565686),MH,2015-09-14,Ordinary shares,"6,200,000",2016-03-02,2016-03-02
00585,Macallan Fine Holdings Ltd. (orgdata.asp?p=8423866),VG,,Ordinary shares, ,2017-12-31,2017-12-31
00585,Magmagous Corporation (orgdata.asp?p=2549077),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00585,Main Events Inc. (orgdata.asp?p=8424024),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00585,Sky Field Holdings Limited (orgdata.asp?p=2547837),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00585,Step Goal Limited (orgdata.asp?p=8423925),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00585,Top Gate Holdings Ltd. (orgdata.asp?p=8424061),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00585,Turbo Money Investments Limited (orgdata.asp?p=8424090),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00619,KINGWISE SECRETARIAL SERVICES LIMITED (orgdata.asp?p=394373),HK,1989-02-24,Ordinary shares, ,2012-12-31,2012-12-31
00619,POLYLUCK TRADING LIMITED (orgdata.asp?p=658790),HK,1995-03-23,Ordinary shares, ,2012-12-31,2012-12-31
00619,South China Asset Management Limited (orgdata.asp?p=68472),HK,1991-11-07,Ordinary shares, ,2012-12-31,2012-12-31
00619,SOUTH CHINA BULLION COMPANY LIMITED (orgdata.asp?p=387944),HK,1988-12-21,Ordinary shares, ,2012-12-31,2012-12-31
00619,SOUTH CHINA CAPITAL LIMITED (orgdata.asp?p=926),HK,1989-02-24,Ordinary shares, ,2012-12-31,2012-12-31
00619,SOUTH CHINA COMMODITIES LIMITED (orgdata.asp?p=68034),HK,1988-04-29,Ordinary shares, ,2012-12-31,2012-12-31
00619,SOUTH CHINA FINANCE (NOMINEES) LIMITED (orgdata.asp?p=384683),HK,1988-11-18,Ordinary shares, ,2012-12-31,2012-12-31
00619,SOUTH CHINA FINANCE AND MANAGEMENT LIMITED (orgdata.asp?p=386287),HK,1988-12-02,Ordinary shares, ,2013-03-31,2013-03-31
00619,SOUTH CHINA FINANCE COMPANY LIMITED (orgdata.asp?p=51224),HK,1988-06-28,Ordinary shares, ,2012-12-31,2012-12-31
00619,South China Finance Lease Holdings Limited (orgdata.asp?p=1313928),HK,2007-09-13,Ordinary shares, ,2012-12-31,2012-12-31
00619,SOUTH CHINA FINANCIAL CREDITS LIMITED (orgdata.asp?p=814198),HK,1999-01-18,Ordinary shares, ,2012-12-31,2012-12-31
00619,South China Forex Limited (orgdata.asp?p=68035),HK,2007-11-19,Ordinary shares, ,2012-12-31,2012-12-31
00619,SOUTH CHINA PRECIOUS METAL LIMITED (orgdata.asp?p=477301),HK,1991-09-19,Ordinary shares, ,2012-12-31,2012-12-31
00619,SOUTH CHINA RESEARCH LIMITED (orgdata.asp?p=61742),HK,1988-07-01,Ordinary shares, ,2012-12-31,2012-12-31
00619,SOUTH CHINA SECURITIES LIMITED (orgdata.asp?p=51065),HK,1988-11-04,Ordinary shares, ,2012-12-31,2012-12-31
00619,South China Wealth Management Limited (orgdata.asp?p=1843169),HK,2012-01-06,Ordinary shares, ,2012-12-31,2012-12-31
00665,Fountain I Limited (orgdata.asp?p=2485811),VG,,Ordinary shares, ,2014-11-28,2014-11-28
00665,Haitong International (BVI) Limited (orgdata.asp?p=2710292),VG,,Ordinary shares, ,2012-12-31,2012-12-31
00665,HAITONG INTERNATIONAL (UK) LIMITED (orgdata.asp?p=3192893),GB,2000-08-24,Ordinary shares, ,2018-12-31,2018-12-31
00665,HAITONG INTERNATIONAL ASSET MANAGEMENT (HK) LIMITED (orgdata.asp?p=49289),HK,2007-07-24,Ordinary shares, ,2018-12-31,2018-12-31
00665,HAITONG INTERNATIONAL ASSET MANAGEMENT LIMITED (orgdata.asp?p=52559),HK,1998-03-18,Ordinary shares, ,2007-12-31,2007-12-31
00665,HAITONG INTERNATIONAL CAPITAL (HK) LIMITED (orgdata.asp?p=49288),HK,2007-07-24,Ordinary shares, ,2018-12-31,2018-12-31
00665,HAITONG INTERNATIONAL CAPITAL LIMITED (orgdata.asp?p=5600),HK,1978-10-27,Ordinary shares, ,2018-12-31,2018-12-31
00665,Haitong International Finance 2015 Limited (orgdata.asp?p=2384352),VG,,Ordinary shares, ,2015-01-23,2015-01-23
00665,HAITONG INTERNATIONAL FINANCIAL PRODUCTS LIMITED (orgdata.asp?p=177892),HK,1971-08-10,Ordinary shares, ,2018-12-31,2018-12-31
00665,HAITONG INTERNATIONAL FINANCIAL SOLUTIONS LIMITED (orgdata.asp?p=2131460),HK,2013-09-13,Ordinary shares, ,2018-12-31,2018-12-31
00665,HAITONG INTERNATIONAL FUTURES LIMITED (orgdata.asp?p=56658),HK,1986-04-15,Ordinary shares, ,2018-12-31,2018-12-31
00665,HAITONG INTERNATIONAL INVESTMENT MANAGERS LIMITED (orgdata.asp?p=14445),HK,1974-05-10,Ordinary shares, ,2018-12-31,2018-12-31
00665,HAITONG INTERNATIONAL RESEARCH LIMITED (orgdata.asp?p=58037),HK,1999-06-25,Ordinary shares, ,2009-06-30,2009-06-30
00665,HAITONG INTERNATIONAL SECURITIES COMPANY LIMITED (orgdata.asp?p=51088),HK,1973-03-06,Ordinary shares, ,2007-12-31,2007-12-31
00665,HAITONG INTERNATIONAL SECURITIES NOMINEES LIMITED (orgdata.asp?p=1255759),HK,2007-02-08,Ordinary shares, ,2018-12-31,2018-12-31
00717,Emperor Capital Investment Holdings Limited (orgdata.asp?p=2266443),VG,2006-07-26,Ordinary shares, ,2013-09-30,2013-09-30
00812,FundStreet AG (orgdata.asp?p=1856861),CH,,Ordinary shares, ,2011-06-30,2011-06-30
00812,SOUTHWEST SECURITIES (HK) ASSET MANAGEMENT LIMITED (orgdata.asp?p=67738),HK,1997-04-09,Ordinary shares, ,2010-06-30,2010-06-30
00812,SOUTHWEST SECURITIES (HK) BROKERAGE LIMITED (orgdata.asp?p=51093),HK,1993-06-03,Ordinary shares, ,2011-06-30,2011-06-30
00812,SOUTHWEST SECURITIES (HK) CAPITAL LIMITED (orgdata.asp?p=30742),HK,2002-08-28,Ordinary shares, ,2011-06-30,2011-06-30
00812,SOUTHWEST SECURITIES (HK) FINANCE LIMITED (orgdata.asp?p=406689),HK,1989-06-16,Ordinary shares, ,2011-06-30,2011-06-30
00812,SOUTHWEST SECURITIES (HK) FINANCIAL MANAGEMENT LIMITED (orgdata.asp?p=147347),VG,,Ordinary shares, ,2011-06-30,2011-06-30
00812,SOUTHWEST SECURITIES (HK) FUTURES LIMITED (orgdata.asp?p=49392),HK,1990-08-29,Ordinary shares, ,2011-06-30,2011-06-30
00812,SOUTHWEST SECURITIES (HK) INVESTMENT MANAGEMENT LIMITED (orgdata.asp?p=1025853),HK,2004-01-07,Ordinary shares, ,2011-06-30,2011-06-30
00812,SOUTHWEST SECURITIES (HK) INVESTMENTS LIMITED (orgdata.asp?p=1313150),HK,2007-09-11,Ordinary shares, ,2011-06-30,2011-06-30
00812,SOUTHWEST SECURITIES (HK) PROMOTION LIMITED (orgdata.asp?p=424184),HK,1990-03-09,Ordinary shares, ,2011-06-30,2011-06-30
00812,SOUTHWEST SECURITIES (HK) PROPERTIES AGENCY LIMITED (orgdata.asp?p=752261),HK,1997-04-09,Ordinary shares, ,2011-06-30,2011-06-30
00812,SOUTHWEST SECURITIES (HK) WEALTH MANAGEMENT LIMITED (orgdata.asp?p=1174260),HK,2006-02-27,Ordinary shares, ,2011-06-30,2011-06-30
00812,Tanrich-FundStreet Limited (orgdata.asp?p=1436187),HK,2008-11-24,Ordinary shares, ,2011-06-30,2011-06-30
00812,TOP Commodity Capital Management Limited (orgdata.asp?p=1488117),HK,2009-05-29,Ordinary shares, ,2011-06-30,2011-06-30
00821,VC BROKERAGE LIMITED (orgdata.asp?p=48717),HK,1992-03-05,Ordinary shares, ,2008-12-31,2008-12-31
00821,VC CAPITAL LIMITED (orgdata.asp?p=5589),HK,1986-07-08,Ordinary shares, ,2008-12-31,2008-12-31
00821,VC FUTURES LIMITED (orgdata.asp?p=48719),HK,1995-12-12,Ordinary shares, ,2008-12-31,2008-12-31
00821,VC Group Holdings Limited (orgdata.asp?p=22731168),VG,2013-12-13,Ordinary shares, ,2017-12-14,2017-12-14
00952,China Tonghai Asset Management Limited (orgdata.asp?p=59398),HK,1983-06-28,Ordinary shares, ,2018-04-20,2018-04-20
00952,China Tonghai Capital (Holdings) Limited (orgdata.asp?p=20950),HK,2000-02-25,Ordinary shares, ,2015-08-28,2015-08-28
